117175	6252	Though it pretends to expose the life of male hustlers
117176	6252	it pretends to expose the life of male hustlers
117177	6252	pretends to expose the life of male hustlers
117178	6252	to expose the life of male hustlers
117179	6252	expose the life of male hustlers
117180	6252	expose
117181	6252	the life of male hustlers
117182	6252	of male hustlers
117183	6252	male hustlers
117184	6252	hustlers
117185	6252	, it 's exploitive without being insightful .
117186	6252	it 's exploitive without being insightful .
117187	6252	's exploitive without being insightful .
117188	6252	's exploitive without being insightful
117189	6252	exploitive without being insightful
117190	6252	exploitive
117191	6252	without being insightful
117192	6252	being insightful
117193	6253	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .
117194	6253	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose
117195	6253	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but
117196	6253	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view ,
117197	6253	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view
117198	6253	often elegantly considers various levels of reality and uses shifting points of view
117199	6253	elegantly considers various levels of reality and uses shifting points of view
117200	6253	elegantly considers various levels of reality and
117201	6253	elegantly considers various levels of reality
117202	6253	considers various levels of reality
117203	6253	various levels of reality
117204	6253	various levels
117205	6253	of reality
117206	6253	uses shifting points of view
117207	6253	shifting points of view
117208	6253	shifting points
117209	6253	here he has constructed a film so labyrinthine that it defeats his larger purpose
117210	6253	he has constructed a film so labyrinthine that it defeats his larger purpose
117211	6253	has constructed a film so labyrinthine that it defeats his larger purpose
117212	6253	constructed a film so labyrinthine that it defeats his larger purpose
117213	6253	constructed a film so labyrinthine
117214	6253	a film so labyrinthine
117215	6253	so labyrinthine
117216	6253	that it defeats his larger purpose
117217	6253	it defeats his larger purpose
117218	6253	defeats his larger purpose
117219	6253	defeats
117220	6253	his larger purpose
117221	6253	larger purpose
117222	6254	Serious and thoughtful .
117223	6254	Serious and thoughtful
117224	6254	Serious and
117225	6255	Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .
117226	6255	Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party
117227	6255	Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and
117228	6255	Kung Pow seems like some futile concoction that was developed hastily after Oedekerk
117229	6255	seems like some futile concoction that was developed hastily after Oedekerk
117230	6255	like some futile concoction that was developed hastily after Oedekerk
117231	6255	some futile concoction that was developed hastily after Oedekerk
117232	6255	some futile concoction
117233	6255	futile concoction
117234	6255	futile
117235	6255	that was developed hastily after Oedekerk
117236	6255	was developed hastily after Oedekerk
117237	6255	developed hastily after Oedekerk
117238	6255	developed hastily
117239	6255	after Oedekerk
117240	6255	his fellow moviemakers got through crashing a college keg party
117241	6255	his fellow moviemakers
117242	6255	fellow moviemakers
117243	6255	moviemakers
117244	6255	got through crashing a college keg party
117245	6255	through crashing a college keg party
117246	6255	crashing a college keg party
117247	6255	crashing
117248	6255	a college keg party
117249	6255	college keg party
117250	6255	keg party
117251	6255	keg
117252	6256	This thing works on no level whatsoever for me .
117253	6256	works on no level whatsoever for me .
117254	6256	works on no level whatsoever for me
117255	6256	on no level whatsoever for me
117256	6256	no level whatsoever for me
117257	6256	no level whatsoever
117258	6256	level whatsoever
117259	6257	Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .
117260	6257	Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience
117261	6257	Shiri is an action film that delivers on the promise of excitement , but
117262	6257	Shiri is an action film that delivers on the promise of excitement ,
117263	6257	Shiri is an action film that delivers on the promise of excitement
117264	6257	is an action film that delivers on the promise of excitement
117265	6257	an action film that delivers on the promise of excitement
117266	6257	an action film
117267	6257	that delivers on the promise of excitement
117268	6257	delivers on the promise of excitement
117269	6257	on the promise of excitement
117270	6257	the promise of excitement
117271	6257	of excitement
117272	6257	it also has a strong dramatic and emotional pull that gradually sneaks up on the audience
117273	6257	also has a strong dramatic and emotional pull that gradually sneaks up on the audience
117274	6257	has a strong dramatic and emotional pull that gradually sneaks up on the audience
117275	6257	a strong dramatic and emotional pull that gradually sneaks up on the audience
117276	6257	a strong dramatic and emotional pull
117277	6257	strong dramatic and emotional pull
117278	6257	dramatic and emotional pull
117279	6257	dramatic and emotional
117280	6257	dramatic and
117281	6257	that gradually sneaks up on the audience
117282	6257	gradually sneaks up on the audience
117283	6257	sneaks up on the audience
117284	6257	on the audience
117285	6258	A properly spooky film about the power of spirits to influence us whether we believe in them or not .
117286	6258	A properly spooky film about the power of spirits to influence us whether we believe in them or not
117287	6258	A properly spooky film about the power of spirits
117288	6258	A properly spooky film
117289	6258	properly spooky film
117290	6258	properly spooky
117291	6258	about the power of spirits
117292	6258	the power of spirits
117293	6258	of spirits
117294	6258	to influence us whether we believe in them or not
117295	6258	influence us whether we believe in them or not
117296	6258	influence us
117297	6258	whether we believe in them or not
117298	6258	whether we believe in them or
117299	6258	whether we believe in them
117300	6258	we believe in them
117301	6258	believe in them
117302	6258	in them
117303	6259	Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .
117304	6259	Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece
117305	6259	a coming-of-age story and cautionary parable , but also a perfectly rendered period piece
117306	6259	a coming-of-age story and cautionary parable , but also
117307	6259	a coming-of-age story and cautionary parable ,
117308	6259	a coming-of-age story and cautionary parable
117309	6259	a coming-of-age story and
117310	6259	a coming-of-age story
117311	6259	cautionary parable
117312	6259	a perfectly rendered period piece
117313	6259	perfectly rendered period piece
117314	6259	perfectly rendered
117315	6259	period piece
117316	6260	Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .
117317	6260	does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .
117318	6260	does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency
117319	6260	does n't try to surprise us with plot twists , but rather
117320	6260	does n't try to surprise us with plot twists , but
117321	6260	does n't try to surprise us with plot twists ,
117322	6260	does n't try to surprise us with plot twists
117323	6260	try to surprise us with plot twists
117324	6260	to surprise us with plot twists
117325	6260	surprise us with plot twists
117326	6260	surprise us
117327	6260	with plot twists
117328	6260	seems to enjoy its own transparency
117329	6260	to enjoy its own transparency
117330	6260	enjoy its own transparency
117331	6260	its own transparency
117332	6260	own transparency
117333	6260	transparency
117334	6261	A behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .
117335	6261	A behind the scenes
117336	6261	behind the scenes
117337	6261	look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth .
117338	6261	look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth
117339	6261	at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth
117340	6261	the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to NYC inner-city youth
117341	6261	the training and dedication that goes into becoming a world-class fencer and
117342	6261	the training and dedication that goes into becoming a world-class fencer
117343	6261	the training and dedication
117344	6261	training and dedication
117345	6261	training and
117346	6261	training
117347	6261	that goes into becoming a world-class fencer
117348	6261	goes into becoming a world-class fencer
117349	6261	into becoming a world-class fencer
117350	6261	becoming a world-class fencer
117351	6261	a world-class fencer
117352	6261	world-class fencer
117353	6261	world-class
117354	6261	fencer
117355	6261	the champion that 's made a difference to NYC inner-city youth
117356	6261	the champion
117357	6261	that 's made a difference to NYC inner-city youth
117358	6261	's made a difference to NYC inner-city youth
117359	6261	made a difference to NYC inner-city youth
117360	6261	made a difference
117361	6261	to NYC inner-city youth
117362	6261	NYC inner-city youth
117363	6261	NYC
117364	6261	inner-city youth
117365	6262	That 's not vintage Spielberg and that , finally , is minimally satisfying .
117366	6262	That 's not vintage Spielberg and that , finally , is minimally satisfying
117367	6262	That 's not vintage Spielberg and
117368	6262	That 's not vintage Spielberg
117369	6262	's not vintage Spielberg
117370	6262	vintage Spielberg
117371	6262	that , finally , is minimally satisfying
117372	6262	, finally , is minimally satisfying
117373	6262	finally , is minimally satisfying
117374	6262	, is minimally satisfying
117375	6262	is minimally satisfying
117376	6262	minimally satisfying
117377	6262	minimally
117378	6263	Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .
117379	6263	Every now and again
117380	6263	now and again
117381	6263	, a movie comes along to remind us of how very bad a motion picture can truly be .
117382	6263	a movie comes along to remind us of how very bad a motion picture can truly be .
117383	6263	comes along to remind us of how very bad a motion picture can truly be .
117384	6263	comes along to remind us of how very bad a motion picture can truly be
117385	6263	to remind us of how very bad a motion picture can truly be
117386	6263	remind us of how very bad a motion picture can truly be
117387	6263	remind us
117388	6263	of how very bad a motion picture can truly be
117389	6263	how very bad a motion picture can truly be
117390	6263	how very bad
117391	6263	a motion picture can truly be
117392	6263	can truly be
117393	6263	can truly
117394	6264	Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .
117395	6264	Raimi and his team
117396	6264	Raimi and
117397	6264	his team
117398	6264	could n't have done any better in bringing the story of Spider-Man to the big screen .
117399	6264	could n't have done any better in bringing the story of Spider-Man to the big screen
117400	6264	have done any better in bringing the story of Spider-Man to the big screen
117401	6264	done any better in bringing the story of Spider-Man to the big screen
117402	6264	done any better
117403	6264	in bringing the story of Spider-Man to the big screen
117404	6264	bringing the story of Spider-Man to the big screen
117405	6264	bringing the story of Spider-Man
117406	6264	the story of Spider-Man
117407	6264	of Spider-Man
117408	6265	I still want my money back .
117409	6265	still want my money back .
117410	6265	want my money back .
117411	6265	want my money back
117412	6265	want my money
117413	6265	my money
117414	6266	It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .
117415	6266	's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .
117416	6266	's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue
117417	6266	's unfortunate
117418	6266	that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue
117419	6266	Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue
117420	6266	Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor ,
117421	6266	Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor
117422	6266	Wallace ,
117423	6266	who wrote Gibson 's Braveheart as well as the recent Pearl Harbor
117424	6266	wrote Gibson 's Braveheart as well as the recent Pearl Harbor
117425	6266	Gibson 's Braveheart as well as the recent Pearl Harbor
117426	6266	's Braveheart as well as the recent Pearl Harbor
117427	6266	Braveheart as well as the recent Pearl Harbor
117428	6266	Braveheart as well as
117429	6266	Braveheart
117430	6266	the recent Pearl Harbor
117431	6266	recent Pearl Harbor
117432	6266	has such an irrepressible passion for sappy situations and dialogue
117433	6266	such an irrepressible passion for sappy situations and dialogue
117434	6266	such an irrepressible passion
117435	6266	an irrepressible passion
117436	6266	irrepressible passion
117437	6266	for sappy situations and dialogue
117438	6266	sappy situations and dialogue
117439	6266	situations and dialogue
117440	6267	This mistaken-identity picture is so film-culture referential that the final product is a ghost .
117441	6267	This mistaken-identity picture
117442	6267	mistaken-identity picture
117443	6267	mistaken-identity
117444	6267	is so film-culture referential that the final product is a ghost .
117445	6267	is so film-culture referential that the final product is a ghost
117446	6267	is so film-culture referential
117447	6267	is so film-culture
117448	6267	so film-culture
117449	6267	film-culture
117450	6267	referential
117451	6267	that the final product is a ghost
117452	6267	the final product is a ghost
117453	6267	the final product
117454	6267	final product
117455	6267	is a ghost
117456	6268	A forceful drama of an alienated executive who re-invents himself .
117457	6268	A forceful drama of an alienated executive who re-invents himself
117458	6268	A forceful drama
117459	6268	forceful drama
117460	6268	of an alienated executive who re-invents himself
117461	6268	an alienated executive who re-invents himself
117462	6268	an alienated executive
117463	6268	alienated executive
117464	6268	alienated
117465	6268	executive
117466	6268	who re-invents himself
117467	6268	re-invents himself
117468	6268	re-invents
117469	6269	It 's kind of sad that so many people put so much time and energy into this turkey .
117470	6269	's kind of sad that so many people put so much time and energy into this turkey .
117471	6269	's kind of sad that so many people put so much time and energy into this turkey
117472	6269	's kind of sad
117473	6269	kind of sad
117474	6269	kind of
117475	6269	that so many people put so much time and energy into this turkey
117476	6269	so many people put so much time and energy into this turkey
117477	6269	so many people
117478	6269	many people
117479	6269	put so much time and energy into this turkey
117480	6269	put so much time and energy
117481	6269	put so much
117482	6269	time and energy
117483	6269	into this turkey
117484	6269	this turkey
117485	6270	Charlize CHASES Kevin with a GUN .
117486	6270	Charlize CHASES Kevin with a GUN
117487	6270	Charlize CHASES Kevin
117488	6270	Charlize
117489	6270	CHASES Kevin
117490	6270	with a GUN
117491	6270	a GUN
117492	6271	The Woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring .
117493	6271	The Woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117494	6271	The Woodman seems to have directly influenced this girl-meets-girl love story , but
117495	6271	The Woodman seems to have directly influenced this girl-meets-girl love story ,
117496	6271	The Woodman seems to have directly influenced this girl-meets-girl love story
117497	6271	The Woodman
117498	6271	Woodman
117499	6271	seems to have directly influenced this girl-meets-girl love story
117500	6271	to have directly influenced this girl-meets-girl love story
117501	6271	have directly influenced this girl-meets-girl love story
117502	6271	directly influenced this girl-meets-girl love story
117503	6271	influenced this girl-meets-girl love story
117504	6271	influenced
117505	6271	this girl-meets-girl love story
117506	6271	girl-meets-girl love story
117507	6271	girl-meets-girl
117508	6271	even more reassuring is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117509	6271	even more reassuring
117510	6271	is how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117511	6271	how its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117512	6271	its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117513	6271	actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
117514	6271	seem to understand what made Allen 's romantic comedies so pertinent and enduring
117515	6271	to understand what made Allen 's romantic comedies so pertinent and enduring
117516	6271	understand what made Allen 's romantic comedies so pertinent and enduring
117517	6271	what made Allen 's romantic comedies so pertinent and enduring
117518	6271	made Allen 's romantic comedies so pertinent and enduring
117519	6271	Allen 's romantic comedies so pertinent and enduring
117520	6271	Allen 's romantic comedies
117521	6271	so pertinent and enduring
117522	6271	pertinent and enduring
117523	6271	pertinent and
117524	6272	Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy .
117525	6272	Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy
117526	6272	Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but
117527	6272	Cuba Gooding Jr. valiantly mugs his way through Snow Dogs ,
117528	6272	Cuba Gooding Jr. valiantly mugs his way through Snow Dogs
117529	6272	Cuba Gooding Jr.
117530	6272	Cuba
117531	6272	Gooding Jr.
117532	6272	valiantly mugs his way through Snow Dogs
117533	6272	mugs his way through Snow Dogs
117534	6272	mugs his way
117535	6272	even his boisterous energy fails to spark this leaden comedy
117536	6272	his boisterous energy fails to spark this leaden comedy
117537	6272	his boisterous energy
117538	6272	boisterous energy
117539	6272	fails to spark this leaden comedy
117540	6272	to spark this leaden comedy
117541	6272	spark this leaden comedy
117542	6272	this leaden comedy
117543	6272	leaden comedy
117544	6273	Earnest yet curiously tepid and choppy recycling in which predictability is the only winner .
117545	6273	Earnest yet curiously tepid and choppy recycling in which predictability is the only winner
117546	6273	yet curiously tepid and choppy recycling in which predictability is the only winner
117547	6273	curiously tepid and choppy recycling in which predictability is the only winner
117548	6273	curiously tepid and choppy recycling in which
117549	6273	curiously tepid and choppy recycling
117550	6273	tepid and choppy recycling
117551	6273	and choppy recycling
117552	6273	choppy recycling
117553	6273	predictability is the only winner
117554	6273	is the only winner
117555	6273	the only winner
117556	6273	only winner
117557	6274	The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .
117558	6274	The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get
117559	6274	The film makes strong arguments regarding the social status of America 's indigenous people , but
117560	6274	The film makes strong arguments regarding the social status of America 's indigenous people ,
117561	6274	The film makes strong arguments regarding the social status of America 's indigenous people
117562	6274	makes strong arguments regarding the social status of America 's indigenous people
117563	6274	strong arguments regarding the social status of America 's indigenous people
117564	6274	strong arguments
117565	6274	regarding the social status of America 's indigenous people
117566	6274	the social status of America 's indigenous people
117567	6274	the social status
117568	6274	social status
117569	6274	of America 's indigenous people
117570	6274	America 's indigenous people
117571	6274	indigenous people
117572	6274	indigenous
117573	6274	really only exists to try to eke out an emotional tug of the heart , one which it fails to get
117574	6274	only exists to try to eke out an emotional tug of the heart , one which it fails to get
117575	6274	exists to try to eke out an emotional tug of the heart , one which it fails to get
117576	6274	to try to eke out an emotional tug of the heart , one which it fails to get
117577	6274	try to eke out an emotional tug of the heart , one which it fails to get
117578	6274	to eke out an emotional tug of the heart , one which it fails to get
117579	6274	eke out an emotional tug of the heart , one which it fails to get
117580	6274	eke out
117581	6274	eke
117582	6274	an emotional tug of the heart , one which it fails to get
117583	6274	an emotional tug
117584	6274	emotional tug
117585	6274	of the heart , one which it fails to get
117586	6274	the heart , one which it fails to get
117587	6274	the heart ,
117588	6274	one which it fails to get
117589	6274	which it fails to get
117590	6274	it fails to get
117591	6274	fails to get
117592	6275	Spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations
117593	6275	Spreads itself too thin , leaving these actors , as well as the members of the commune ,
117594	6275	Spreads itself too thin , leaving these actors , as well as the members of the commune
117595	6275	Spreads itself too thin ,
117596	6275	Spreads itself too thin
117597	6275	itself too thin
117598	6275	too thin
117599	6275	leaving these actors , as well as the members of the commune
117600	6275	these actors , as well as the members of the commune
117601	6275	these actors , as well as
117602	6275	these actors ,
117603	6275	these actors
117604	6275	the members of the commune
117605	6275	of the commune
117606	6275	the commune
117607	6275	commune
117608	6275	short of profound characterizations
117609	6275	of profound characterizations
117610	6275	profound characterizations
117611	6276	A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .
117612	6276	A completely spooky piece of business that gets under your skin and , some plot blips aside ,
117613	6276	A completely spooky piece of business that gets under your skin and , some plot blips aside
117614	6276	A completely spooky piece of business
117615	6276	A completely spooky piece
117616	6276	completely spooky piece
117617	6276	completely spooky
117618	6276	that gets under your skin and , some plot blips aside
117619	6276	gets under your skin and , some plot blips aside
117620	6276	gets under your skin and , some plot blips
117621	6276	under your skin and , some plot blips
117622	6276	your skin and , some plot blips
117623	6276	your skin and ,
117624	6276	your skin and
117625	6276	some plot blips
117626	6276	plot blips
117627	6276	blips
117628	6276	stays there for the duration .
117629	6276	stays there for the duration
117630	6276	stays there
117631	6276	for the duration
117632	6277	` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .
117633	6277	Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .
117634	6277	Martin Lawrence Live ' is so self-pitying
117635	6277	Martin Lawrence Live '
117636	6277	Lawrence Live '
117637	6277	Live '
117638	6277	is so self-pitying
117639	6277	so self-pitying
117640	6277	self-pitying
117641	6277	, I almost expected there to be a collection taken for the comedian at the end of the show .
117642	6277	I almost expected there to be a collection taken for the comedian at the end of the show .
117643	6277	almost expected there to be a collection taken for the comedian at the end of the show .
117644	6277	expected there to be a collection taken for the comedian at the end of the show .
117645	6277	expected there to be a collection taken for the comedian at the end of the show
117646	6277	there to be a collection taken for the comedian at the end of the show
117647	6277	to be a collection taken for the comedian at the end of the show
117648	6277	be a collection taken for the comedian at the end of the show
117649	6277	a collection taken for the comedian at the end of the show
117650	6277	taken for the comedian at the end of the show
117651	6277	for the comedian at the end of the show
117652	6277	the comedian at the end of the show
117653	6277	the comedian
117654	6277	at the end of the show
117655	6277	the end of the show
117656	6278	An entertaining , if somewhat standardized , action movie .
117657	6278	An entertaining , if somewhat standardized , action
117658	6278	entertaining , if somewhat standardized , action
117659	6278	entertaining , if somewhat standardized ,
117660	6278	, if somewhat standardized ,
117661	6278	if somewhat standardized ,
117662	6278	somewhat standardized ,
117663	6278	standardized ,
117664	6278	standardized
117665	6279	It has no affect on the Kurds , but it wore me down .
117666	6279	It has no affect on the Kurds , but it wore me down
117667	6279	It has no affect on the Kurds , but
117668	6279	It has no affect on the Kurds ,
117669	6279	It has no affect on the Kurds
117670	6279	has no affect on the Kurds
117671	6279	no affect on the Kurds
117672	6279	no affect
117673	6279	affect
117674	6279	on the Kurds
117675	6279	the Kurds
117676	6279	Kurds
117677	6279	it wore me down
117678	6279	wore me down
117679	6279	wore me
117680	6280	Ken Russell would love this .
117681	6280	Ken Russell
117682	6280	Ken
117683	6280	would love this .
117684	6280	would love this
117685	6280	love this
117686	6281	Thumbs down .
117687	6281	Thumbs down
117688	6282	Bang !
117689	6283	The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .
117690	6283	suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .
117691	6283	suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected
117692	6283	from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected
117693	6283	two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected
117694	6283	two fatal ailments --
117695	6283	two fatal ailments
117696	6283	fatal ailments
117697	6283	ailments
117698	6283	a dearth of vitality and a story that 's shapeless and uninflected
117699	6283	a dearth of vitality and
117700	6283	a dearth of vitality
117701	6283	a dearth
117702	6283	dearth
117703	6283	of vitality
117704	6283	a story that 's shapeless and uninflected
117705	6283	that 's shapeless and uninflected
117706	6283	's shapeless and uninflected
117707	6283	shapeless and uninflected
117708	6283	shapeless and
117709	6283	uninflected
117710	6284	This may be Dover Kosashvili 's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic .
117711	6284	This may be Dover Kosashvili 's feature directing debut , but it looks an awful lot like life -- gritty , awkward and ironic
117712	6284	This may be Dover Kosashvili 's feature directing debut , but
117713	6284	This may be Dover Kosashvili 's feature directing debut ,
117714	6284	This may be Dover Kosashvili 's feature directing debut
